trade_id,market_id,event_id,trade_ts,buyer_trader_id,seller_trader_id,buy_order_id,sell_order_id,outcome,price,size_shares,notional_usdc,aggressor_side,buyer_fee_usdc,seller_fee_usdc,spread_at_trade_bps,midpoint_before,midpoint_after,signed_price_change_bps,onchain_settlement_delay_s,match_engine_latency_ms,is_self_trade_flag,same_builder_code_flag,price_improvement_bps,queue_position_estimate,seq_num,trade_date
trd_004409,mkt_013,evt_013,2026-01-19 04:17:33,tr_0055,tr_0260,ord_RJXK962JWOQK,ord_LIY27ZI073NA,NO,0.734,18.86,13.85,SELL,0.0138,0.0028,8,0.741,0.739,-21,39,54,False,False,0,62,4409,2026-01-19
trd_002028,mkt_007,evt_007,2026-01-19 04:23:56,tr_0023,tr_0243,ord_SMSF238A7PJS,ord_9BCT0NOCUEPX,YES,0.097,11.03,1.07,BUY,0.0016,0.0004,80,0.087,0.096,91,5,78,False,False,-6,20,2028,2026-01-19
trd_000571,mkt_002,evt_002,2026-01-19 04:39:36,tr_0097,tr_0292,ord_IS7EFFP30V5A,ord_SIHQ6BWLZZJ4,YES,0.504,17.99,9.07,SELL,0.0091,0.0073,45,0.514,0.513,-3,79,41,False,False,-40,18,571,2026-01-19
trd_003638,mkt_042,evt_042,2026-01-19 04:53:47,tr_0206,tr_0052,ord_UGKJWQU68KJL,ord_FAVBU0DQ1D43,NO,0.436,1.13,0.49,BUY,0.0007,0.0001,42,0.423,0.452,292,53,83,False,False,-7,59,3638,2026-01-19
trd_007423,mkt_035,evt_035,2026-01-19 04:58:41,tr_0157,tr_0085,ord_ROX39E0VV2RZ,ord_XUPY1B81KHOM,YES,0.416,12.45,5.18,SELL,0.0052,0.0021,15,0.445,0.417,-289,90,81,False,False,20,34,7423,2026-01-19
trd_002138,mkt_016,evt_016,2026-01-19 04:58:59,tr_0222,tr_0292,ord_JT5MCY28N3CQ,ord_FZVBQS61B3W0,NO,0.615,0.19,0.12,BUY,0.0002,0.0001,87,0.617,0.6,-168,31,110,False,False,7,31,2138,2026-01-19
trd_002003,mkt_009,evt_009,2026-01-19 05:15:02,tr_0287,tr_0211,ord_HVJEQS9IMLU4,ord_83BUT4MG6BAI,NO,0.888,10.83,9.62,SELL,0.0048,0.0058,118,0.936,0.909,-274,21,42,False,False,2,70,2003,2026-01-19
trd_005141,mkt_048,evt_048,2026-01-19 05:23:02,tr_0338,tr_0114,ord_6RMAW49NGU0Y,ord_8SG40E33UYKY,YES,0.01,2.15,0.02,SELL,0.0,0.0,101,0.012,0.01,-22,31,36,False,False,7,29,5141,2026-01-19
trd_005158,mkt_008,evt_008,2026-01-19 05:31:00,tr_0292,tr_0298,ord_0C4Q4AJ6TSF8,ord_72APYVK31JIV,NO,0.607,2.26,1.37,SELL,0.0014,0.0005,86,0.604,0.598,-66,184,71,False,False,-1,56,5158,2026-01-19
trd_007840,mkt_016,evt_016,2026-01-19 05:34:26,tr_0119,tr_0139,ord_FA1BTPTY1DK9,ord_70ZX7CD2Y9IS,YES,0.66,13.35,8.81,BUY,0.0088,0.0053,58,0.643,0.664,215,30,77,False,False,-4,14,7840,2026-01-19
trd_007527,mkt_048,evt_048,2026-01-19 05:39:25,tr_0294,tr_0205,ord_X6JERDBHD613,ord_SGG9SR3DO0ZH,YES,0.124,27.81,3.46,BUY,0.0035,0.0021,68,0.086,0.148,624,56,36,False,False,-29,9,7527,2026-01-19
trd_006247,mkt_009,evt_009,2026-01-19 05:47:46,tr_0026,tr_0185,ord_AHSMVE9T2U5W,ord_XPVS9J31P2ED,YES,0.774,10.87,8.41,BUY,0.0084,0.0034,25,0.805,0.772,-332,31,28,False,False,-3,53,6247,2026-01-19
trd_006874,mkt_013,evt_013,2026-01-19 05:55:06,tr_0160,tr_0006,ord_H9Q7P11AYUCK,ord_UQ50DCLVLV8S,NO,0.789,65.81,51.9,BUY,0.0778,0.0,61,0.763,0.768,51,79,61,False,False,21,32,6874,2026-01-19
trd_000393,mkt_042,evt_042,2026-01-19 06:11:44,tr_0221,tr_0348,ord_EMY8NHUTU2XN,ord_V31ELCPLM3JQ,NO,0.36,0.21,0.08,BUY,0.0001,0.0,66,0.355,0.364,98,239,45,False,False,-5,18,393,2026-01-19
trd_001715,mkt_048,evt_048,2026-01-19 06:14:56,tr_0195,tr_0201,ord_JGQDJKN073XE,ord_KLJY5BSW6F5Q,YES,0.052,15.94,0.83,BUY,0.0004,0.0,74,0.07,0.05,-207,24,54,False,True,-17,14,1715,2026-01-19
trd_007111,mkt_007,evt_007,2026-01-19 06:20:52,tr_0090,tr_0295,ord_P9KWBX7HV8GL,ord_P1R7ADEDTPSB,NO,0.216,60.88,13.14,BUY,0.0131,0.0079,67,0.189,0.226,370,247,111,False,False,19,14,7111,2026-01-19
trd_007170,mkt_014,evt_014,2026-01-19 06:21:11,tr_0033,tr_0292,ord_GEPDTZFSVVFJ,ord_GFTLWZSRHVW8,NO,0.268,12.28,3.29,BUY,0.0066,0.0026,33,0.266,0.231,-350,61,109,False,False,0,23,7170,2026-01-19
trd_005184,mkt_016,evt_016,2026-01-19 06:25:14,tr_0320,tr_0066,ord_FY95IG5W6IYN,ord_CNHAAEUUOB7F,YES,0.718,39.62,28.46,SELL,0.0285,0.0171,19,0.729,0.725,-41,92,124,False,False,-23,18,5184,2026-01-19
trd_006165,mkt_044,evt_044,2026-01-19 06:27:03,tr_0325,tr_0039,ord_C2M8JC3B8A90,ord_TXTUGISVJH8L,NO,0.221,50.29,11.11,SELL,0.0167,0.0022,44,0.231,0.239,81,41,46,False,False,3,34,6165,2026-01-19
trd_000804,mkt_028,evt_028,2026-01-19 06:33:04,tr_0082,tr_0343,ord_4TFBDZNGZMM1,ord_Z575A747NX1Q,YES,0.729,0.02,0.01,BUY,0.0,0.0,87,0.711,0.737,266,73,70,False,False,7,10,804,2026-01-19
trd_000323,mkt_016,evt_016,2026-01-19 06:43:36,tr_0149,tr_0293,ord_KJ5QYIHRGLFL,ord_I32GS2DCN8DM,YES,0.698,4.03,2.81,SELL,0.0,0.0011,71,0.672,0.694,217,54,73,False,False,7,84,323,2026-01-19
trd_003091,mkt_040,evt_040,2026-01-19 07:00:42,tr_0069,tr_0333,ord_D1LNV19HQ10O,ord_9QQWVS6QQ5R8,YES,0.198,4.02,0.79,BUY,0.0012,0.0005,91,0.169,0.178,92,89,100,False,False,-8,59,3091,2026-01-19
trd_003856,mkt_013,evt_013,2026-01-19 07:11:47,tr_0061,tr_0067,ord_J7IU9BZCFJDO,ord_0I5NR2J2KWGH,YES,0.754,9.3,7.01,BUY,0.007,0.0028,58,0.763,0.747,-159,179,51,False,False,16,12,3856,2026-01-19
trd_000499,mkt_013,evt_013,2026-01-19 07:24:00,tr_0001,tr_0273,ord_6JR2MEQGFJBW,ord_KUA79M6SS55I,NO,0.78,26.97,21.04,BUY,0.0316,0.0042,73,0.769,0.781,118,103,51,False,False,-16,23,499,2026-01-19
trd_001676,mkt_030,evt_030,2026-01-19 07:24:18,tr_0067,tr_0315,ord_G5VS4F603F0S,ord_YAC10SISIT84,NO,0.351,2.48,0.87,SELL,0.0013,0.0005,47,0.353,0.355,12,42,97,False,False,30,31,1676,2026-01-19
trd_000406,mkt_009,evt_009,2026-01-19 07:27:21,tr_0316,tr_0032,ord_CPLN7BJ2X25M,ord_T8WCTRJHKD8N,NO,0.977,0.19,0.19,SELL,0.0002,0.0,76,0.963,0.972,86,114,88,False,False,7,32,406,2026-01-19
trd_001156,mkt_007,evt_007,2026-01-19 07:39:48,tr_0090,tr_0162,ord_N0PUSCWAAW2I,ord_56ESH5SXD1MH,YES,0.165,28.06,4.63,SELL,0.0046,0.0,57,0.168,0.177,91,11,176,False,False,1,34,1156,2026-01-19
trd_003129,mkt_027,evt_027,2026-01-19 07:42:15,tr_0269,tr_0348,ord_L536IC7F8H1L,ord_1P871GZ1J4WI,YES,0.383,0.02,0.01,BUY,0.0,0.0,66,0.369,0.384,157,64,56,False,False,1,23,3129,2026-01-19
trd_000492,mkt_002,evt_002,2026-01-19 07:48:45,tr_0069,tr_0304,ord_XQHITTZAL1EI,ord_R0BVJ0VNGPVI,YES,0.503,24.7,12.43,SELL,0.0186,0.0025,61,0.514,0.514,-8,39,66,False,False,-5,13,492,2026-01-19
trd_006624,mkt_021,evt_021,2026-01-19 08:01:59,tr_0287,tr_0292,ord_5VZS5CBVHZZS,ord_S6SJU5L1484N,NO,0.984,1.07,1.05,SELL,0.0005,0.0008,68,0.966,0.965,-14,51,43,False,False,15,103,6624,2026-01-19
trd_005942,mkt_002,evt_002,2026-01-19 08:02:59,tr_0242,tr_0071,ord_KMWESZT4LR2I,ord_AVNW1MAGYGS6,NO,0.576,6.71,3.86,SELL,0.0058,0.0015,86,0.59,0.588,-17,221,27,False,False,0,15,5942,2026-01-19
trd_004825,mkt_014,evt_014,2026-01-19 08:05:40,tr_0231,tr_0295,ord_Z1QMI5O5PV77,ord_XKN6UEGK2VKG,YES,0.217,7.89,1.71,SELL,0.0009,0.001,40,0.241,0.216,-252,74,91,False,False,21,36,4825,2026-01-19
trd_007475,mkt_026,evt_026,2026-01-19 08:10:19,tr_0001,tr_0034,ord_J6DBHS7URI15,ord_CXPW2G8QDSTI,YES,0.652,1.42,0.93,SELL,0.0014,0.0002,137,0.652,0.645,-66,82,22,False,False,-4,36,7475,2026-01-19
trd_002069,mkt_028,evt_028,2026-01-19 08:11:59,tr_0271,tr_0346,ord_SO3RR69N40GM,ord_BSO4G4P1MC25,NO,0.709,2.97,2.1,SELL,0.0011,0.0008,82,0.729,0.716,-125,69,82,False,False,4,16,2069,2026-01-19
trd_004571,mkt_003,evt_003,2026-01-19 08:14:25,tr_0270,tr_0292,ord_IFYIRCG6WLN6,ord_QUUSGU6782DM,NO,0.506,4.61,2.33,BUY,0.0023,0.0019,81,0.491,0.51,189,280,38,False,True,10,29,4571,2026-01-19
trd_001618,mkt_030,evt_030,2026-01-19 08:16:36,tr_0094,tr_0293,ord_47HMIJU05U13,ord_3MA995GHA6DA,NO,0.341,13.39,4.56,BUY,0.0046,0.0018,35,0.337,0.353,168,306,61,False,False,-5,3,1618,2026-01-19
trd_005654,mkt_007,evt_007,2026-01-19 08:25:28,tr_0260,tr_0057,ord_P1SHU0KMJHBG,ord_R6Q7L5HE4N77,NO,0.24,0.02,0.0,BUY,0.0,0.0,89,0.242,0.225,-171,51,42,False,True,-14,29,5654,2026-01-19
trd_005133,mkt_042,evt_042,2026-01-19 08:34:46,tr_0048,tr_0304,ord_U4FIXP0BGVSI,ord_ZVYXEZXROETO,NO,0.454,74.91,33.98,SELL,0.0,0.0068,85,0.44,0.446,65,69,46,False,False,3,7,5133,2026-01-19
trd_001356,mkt_029,evt_029,2026-01-19 08:39:59,tr_0083,tr_0111,ord_83KP93KI5MLD,ord_IZ98XL85FDB4,YES,0.647,66.01,42.71,BUY,0.0214,0.0085,47,0.644,0.635,-97,68,49,False,False,-2,35,1356,2026-01-19
trd_004999,mkt_030,evt_030,2026-01-19 08:50:26,tr_0024,tr_0291,ord_3XNPEAEYID7L,ord_VBVIC96WW575,YES,0.434,0.82,0.36,BUY,0.0002,0.0001,109,0.431,0.425,-57,12,52,False,False,26,93,4999,2026-01-19
trd_007489,mkt_026,evt_026,2026-01-19 08:53:49,tr_0302,tr_0258,ord_5U3TXDSJPCGT,ord_N5YI2EDIB83V,NO,0.638,193.81,123.59,BUY,0.1236,0.0742,80,0.645,0.637,-77,117,66,False,False,-4,50,7489,2026-01-19
trd_002494,mkt_040,evt_040,2026-01-19 09:02:09,tr_0150,tr_0052,ord_M1VDF8JDY722,ord_A946W82RU24H,NO,0.27,10.11,2.73,SELL,0.0041,0.0005,78,0.284,0.259,-251,32,89,False,False,9,71,2494,2026-01-19
trd_005751,mkt_016,evt_016,2026-01-19 09:05:18,tr_0292,tr_0188,ord_F57BGCIAYDK5,ord_3YMQ2SH0DMXO,NO,0.673,6.4,4.31,BUY,0.0043,0.0009,94,0.661,0.658,-37,104,80,False,False,-3,13,5751,2026-01-19
trd_001723,mkt_048,evt_048,2026-01-19 09:15:35,tr_0290,tr_0207,ord_TIFKI9HSYBOY,ord_YFATBEAXYKXG,NO,0.058,0.76,0.04,SELL,0.0,0.0,93,0.05,0.047,-28,63,18,False,True,0,18,1723,2026-01-19
trd_002204,mkt_028,evt_028,2026-01-19 09:19:48,tr_0108,tr_0067,ord_4CNG88PPUAZ3,ord_YFMZV22D7FCB,NO,0.76,2.83,2.15,BUY,0.0022,0.0009,81,0.759,0.751,-78,205,47,False,True,20,12,2204,2026-01-19
trd_004659,mkt_003,evt_003,2026-01-19 09:24:05,tr_0292,tr_0099,ord_7J8B04P6IXMN,ord_22DOBKXLUHCI,YES,0.448,5.91,2.65,SELL,0.0026,0.0005,57,0.464,0.43,-339,21,85,False,False,5,55,4659,2026-01-19
trd_002321,mkt_002,evt_002,2026-01-19 09:32:17,tr_0257,tr_0280,ord_SHP57IGUE85P,ord_11U1888CLWDX,YES,0.447,1.4,0.63,BUY,0.0006,0.0,48,0.474,0.442,-314,28,34,False,False,0,44,2321,2026-01-19
trd_004857,mkt_002,evt_002,2026-01-19 09:49:51,tr_0064,tr_0175,ord_ZWC17N4Q6T1L,ord_9AY2D618XOSF,NO,0.462,2.62,1.21,BUY,0.0012,0.0007,23,0.478,0.475,-34,217,133,False,False,2,8,4857,2026-01-19
trd_006713,mkt_040,evt_040,2026-01-19 09:53:53,tr_0324,tr_0223,ord_FBCR2XQUFHUP,ord_2DVHZAN7S85H,YES,0.151,0.05,0.01,SELL,0.0,0.0,8,0.148,0.148,-3,32,26,False,False,1,19,6713,2026-01-19
trd_000315,mkt_002,evt_002,2026-01-19 10:03:41,tr_0258,tr_0204,ord_R5IZWJR4RD66,ord_W35DUL1IIYL5,NO,0.512,42.01,21.49,SELL,0.0215,0.0086,110,0.505,0.513,75,18,135,False,False,-14,71,315,2026-01-19
trd_002985,mkt_007,evt_007,2026-01-19 10:06:06,tr_0041,tr_0360,ord_T70RVUUIZJJX,ord_KF5UU1A31BC0,YES,0.079,7.47,0.59,BUY,0.0006,0.0005,39,0.081,0.085,41,82,36,False,False,11,18,2985,2026-01-19
trd_001252,mkt_016,evt_016,2026-01-19 10:09:46,tr_0332,tr_0321,ord_U029D5ZT1MR3,ord_2KVAKJZQ4MQG,NO,0.548,5.0,2.74,SELL,0.0027,0.0016,65,0.554,0.561,64,34,41,False,False,-2,37,1252,2026-01-19
trd_005401,mkt_030,evt_030,2026-01-19 10:24:57,tr_0335,tr_0265,ord_2M4E84WEPK8E,ord_3MLYWOF473ED,NO,0.411,13.38,5.49,SELL,0.0027,0.0022,109,0.413,0.389,-238,91,45,False,False,-13,10,5401,2026-01-19
trd_006366,mkt_002,evt_002,2026-01-19 10:27:23,tr_0076,tr_0346,ord_ZTNLXDDJC58Q,ord_OQ9GM7AKMKMA,NO,0.622,2.34,1.45,SELL,0.0015,0.0006,56,0.617,0.606,-108,38,61,False,False,19,6,6366,2026-01-19
trd_006545,mkt_016,evt_016,2026-01-19 10:41:14,tr_0198,tr_0131,ord_TXQLCSYR3TG8,ord_VC2KCZPRR5BQ,NO,0.649,5.0,3.25,SELL,0.0032,0.0006,18,0.631,0.648,165,30,31,False,False,10,34,6545,2026-01-19
trd_001975,mkt_015,evt_015,2026-01-19 10:47:24,tr_0318,tr_0298,ord_KFC0M9MV19MH,ord_X7Y0KR4360M0,YES,0.284,143.74,40.82,BUY,0.0612,0.0163,51,0.272,0.283,114,117,68,False,False,-12,53,1975,2026-01-19
trd_005025,mkt_027,evt_027,2026-01-19 10:47:48,tr_0103,tr_0292,ord_67VE0OSMY0KJ,ord_9BGGIKGFA06V,YES,0.697,7.4,5.15,BUY,0.0077,0.0041,43,0.662,0.696,342,26,83,False,False,-22,21,5025,2026-01-19
trd_000606,mkt_035,evt_035,2026-01-19 10:56:50,tr_0172,tr_0306,ord_TZKPJ9DO16TJ,ord_MB74RRV2RBAJ,NO,0.292,16.97,4.96,BUY,0.0074,0.002,99,0.302,0.29,-126,210,38,False,False,-8,21,606,2026-01-19
trd_000685,mkt_002,evt_002,2026-01-19 11:18:20,tr_0002,tr_0130,ord_UUJZY6THAG8M,ord_VTFZBQ31M56K,NO,0.483,0.22,0.11,SELL,0.0002,0.0,64,0.513,0.485,-280,72,55,False,False,12,26,685,2026-01-19
trd_006499,mkt_009,evt_009,2026-01-19 11:19:17,tr_0337,tr_0061,ord_UT7UBBS1ZS8L,ord_N5U2KQA07YTH,YES,0.768,1.47,1.13,BUY,0.0011,0.0007,55,0.768,0.746,-223,59,53,False,True,-12,106,6499,2026-01-19
trd_000714,mkt_009,evt_009,2026-01-19 11:22:42,tr_0265,tr_0083,ord_XSUXSEHV7PRO,ord_BTTU9QOGMNN0,YES,0.942,0.49,0.46,SELL,0.0007,0.0001,119,0.963,0.941,-218,263,38,False,False,-19,29,714,2026-01-19
trd_004417,mkt_009,evt_009,2026-01-19 11:24:05,tr_0197,tr_0026,ord_Q3BX9PN0ESA1,ord_OFSGRY50OECB,YES,0.88,12.76,11.23,BUY,0.0056,0.0067,89,0.881,0.871,-104,121,33,False,False,3,17,4417,2026-01-19
trd_001871,mkt_002,evt_002,2026-01-19 11:31:29,tr_0344,tr_0070,ord_FPS1PQN3PO2R,ord_SRYIBUM7WY1U,NO,0.524,31.22,16.37,SELL,0.0164,0.0065,75,0.51,0.534,235,8,39,False,False,6,16,1871,2026-01-19
trd_002244,mkt_009,evt_009,2026-01-19 11:40:17,tr_0112,tr_0124,ord_5BRC511VR12S,ord_4ET146UH25KA,NO,0.9,9.63,8.67,SELL,0.0087,0.0052,49,0.9,0.893,-70,109,113,False,False,-20,39,2244,2026-01-19
trd_003940,mkt_007,evt_007,2026-01-19 11:46:40,tr_0017,tr_0334,ord_8G6GBADXP5XT,ord_ZW9AIYJX5SOF,NO,0.182,16.56,3.01,SELL,0.003,0.0,101,0.169,0.183,132,16,38,False,False,-3,16,3940,2026-01-19
trd_004507,mkt_009,evt_009,2026-01-19 11:56:11,tr_0233,tr_0064,ord_QX6OCAVS1SFP,ord_ZMA6BSYDMD70,YES,0.908,23.77,21.57,SELL,0.0431,0.0086,72,0.871,0.899,282,11,71,False,False,-10,43,4507,2026-01-19
trd_003387,mkt_028,evt_028,2026-01-19 12:16:31,tr_0206,tr_0152,ord_Y1ABORC2ZUB7,ord_JBLGFHSW3LVJ,NO,0.662,10.7,7.08,SELL,0.0106,0.0,8,0.638,0.667,286,19,38,False,False,14,34,3387,2026-01-19
trd_006865,mkt_009,evt_009,2026-01-19 12:20:16,tr_0278,tr_0162,ord_34MVGU6BV5U9,ord_21Z6BTGIRFJC,YES,0.718,23.11,16.59,BUY,0.0166,0.0,83,0.713,0.722,82,136,54,False,False,4,233,6865,2026-01-19
trd_004031,mkt_047,evt_047,2026-01-19 12:30:08,tr_0057,tr_0304,ord_873EK411TLSR,ord_82QOMV3DF9FN,YES,0.656,34.83,22.85,BUY,0.0457,0.0046,31,0.667,0.663,-35,43,41,False,True,-13,93,4031,2026-01-19
trd_000684,mkt_040,evt_040,2026-01-19 12:42:18,tr_0136,tr_0035,ord_DEOFEMMFZO4V,ord_CXOIDP6KYW9X,NO,0.581,43.06,25.02,BUY,0.025,0.01,69,0.574,0.587,136,54,70,False,False,0,17,684,2026-01-19
trd_006673,mkt_002,evt_002,2026-01-19 12:45:23,tr_0170,tr_0080,ord_LMAZTBPIZ4DD,ord_4L2REIDF5QCV,NO,0.559,180.37,100.84,BUY,0.2017,0.0605,31,0.581,0.555,-264,52,49,False,False,-20,11,6673,2026-01-19
trd_000432,mkt_015,evt_015,2026-01-19 12:45:59,tr_0239,tr_0001,ord_WHZZA6QEAN4R,ord_SNINW8AZ1XUP,YES,0.25,21.83,5.46,SELL,0.0055,0.0,29,0.229,0.247,178,39,26,False,False,0,31,432,2026-01-19
trd_002095,mkt_044,evt_044,2026-01-19 12:48:57,tr_0187,tr_0056,ord_54GHOV70CBUJ,ord_GN9V2P3FBLOS,YES,0.136,5.4,0.73,SELL,0.0011,0.0001,29,0.149,0.136,-125,56,104,False,False,8,61,2095,2026-01-19
trd_005834,mkt_002,evt_002,2026-01-19 13:06:50,tr_0326,tr_0057,ord_N0GPJKFA5C99,ord_RHY1W82RHW85,NO,0.534,6.85,3.66,SELL,0.0,0.0007,57,0.547,0.526,-209,25,31,False,True,-11,32,5834,2026-01-19
trd_007273,mkt_040,evt_040,2026-01-19 13:11:44,tr_0130,tr_0292,ord_7KHKBONHPED5,ord_BK1JNKTFS1Z9,YES,0.176,2.28,0.4,BUY,0.0004,0.0003,34,0.197,0.178,-184,102,39,False,False,5,47,7273,2026-01-19
trd_002133,mkt_031,evt_031,2026-01-19 13:38:07,tr_0292,tr_0111,ord_0B03M0AH987N,ord_QTK2IO5MFPO6,NO,0.594,25.92,15.38,SELL,0.0154,0.0031,137,0.584,0.579,-52,201,22,False,False,2,72,2133,2026-01-19
trd_000398,mkt_016,evt_016,2026-01-19 13:44:41,tr_0325,tr_0048,ord_YW5CUEYP52OG,ord_X2CGLR9RS1T4,NO,0.657,13.95,9.17,BUY,0.0137,0.0,37,0.67,0.662,-87,220,20,False,False,-11,17,398,2026-01-19
trd_000269,mkt_009,evt_009,2026-01-19 13:45:32,tr_0324,tr_0148,ord_MKT5PK6SMJ3H,ord_9B6SMN1M9Q0I,NO,0.99,1.36,1.35,BUY,0.0013,0.0008,47,0.99,0.99,0,32,58,False,False,0,14,269,2026-01-19
trd_001913,mkt_014,evt_014,2026-01-19 13:54:13,tr_0026,tr_0027,ord_WAVRK40FCLN7,ord_U5WXTS2YGFZ7,YES,0.149,17.32,2.58,BUY,0.0026,0.0005,68,0.153,0.15,-31,126,63,False,False,0,20,1913,2026-01-19
trd_003341,mkt_021,evt_021,2026-01-19 13:58:35,tr_0023,tr_0111,ord_62DOAQV8W8Q6,ord_AZ0Q3YXSPG5Q,NO,0.719,31.13,22.39,BUY,0.0336,0.0045,47,0.742,0.734,-83,99,103,False,True,0,36,3341,2026-01-19
trd_002295,mkt_028,evt_028,2026-01-19 14:00:19,tr_0162,tr_0109,ord_D4AAB3HRJAW3,ord_26APDF4PAORN,NO,0.721,2.48,1.79,SELL,0.0018,0.0007,83,0.749,0.708,-411,248,114,False,False,0,17,2295,2026-01-19
trd_002982,mkt_029,evt_029,2026-01-19 14:02:55,tr_0067,tr_0268,ord_PGURNBZZFO0P,ord_6OK8Z9U7H2S4,NO,0.656,5.9,3.87,SELL,0.0058,0.0015,98,0.664,0.656,-77,33,68,False,False,6,168,2982,2026-01-19
trd_006815,mkt_027,evt_027,2026-01-19 14:10:50,tr_0104,tr_0109,ord_D2BL8IO8KXB6,ord_JV3PKYISZLT6,NO,0.838,57.36,48.08,BUY,0.0,0.0192,111,0.829,0.833,48,184,48,False,False,1,85,6815,2026-01-19
trd_000388,mkt_014,evt_014,2026-01-19 14:19:41,tr_0262,tr_0224,ord_OQYQYYH84DXE,ord_UZFL4JXIDXIG,YES,0.099,2.12,0.21,BUY,0.0003,0.0,45,0.082,0.09,77,73,49,False,False,-6,24,388,2026-01-19
trd_007212,mkt_040,evt_040,2026-01-19 14:20:58,tr_0181,tr_0070,ord_3ARGNAXOS197,ord_P7836265N2NP,YES,0.183,4.31,0.79,SELL,0.0012,0.0003,45,0.174,0.197,228,36,68,False,False,-6,19,7212,2026-01-19
trd_005996,mkt_028,evt_028,2026-01-19 14:32:09,tr_0333,tr_0116,ord_FJLZ0H63SM2M,ord_DE4F9WGC4JYR,YES,0.571,2.3,1.31,BUY,0.0013,0.0005,126,0.584,0.568,-160,76,42,False,False,-13,24,5996,2026-01-19
trd_007346,mkt_014,evt_014,2026-01-19 14:37:01,tr_0139,tr_0055,ord_WVFM6CGU4AS8,ord_1BQKUZDMM81N,NO,0.249,22.58,5.62,BUY,0.0056,0.0034,27,0.226,0.244,181,119,88,False,False,9,13,7346,2026-01-19
trd_003586,mkt_048,evt_048,2026-01-19 14:58:13,tr_0354,tr_0113,ord_Z5EWXTM88ZZN,ord_KLOM7JWF9B71,YES,0.043,8.58,0.37,SELL,0.0002,0.0,33,0.014,0.026,113,35,70,False,False,13,35,3586,2026-01-19
trd_007296,mkt_007,evt_007,2026-01-19 15:01:15,tr_0214,tr_0195,ord_S62JOQHWZD1U,ord_10A98HM0SVR6,NO,0.281,5.0,1.4,BUY,0.0014,0.0006,109,0.255,0.285,296,33,61,False,False,17,12,7296,2026-01-19
trd_006670,mkt_028,evt_028,2026-01-19 15:03:29,tr_0116,tr_0305,ord_Q91JG9HJLITU,ord_LCH98NVPBIKC,YES,0.431,3.85,1.66,SELL,0.0017,0.0003,63,0.471,0.442,-285,16,34,False,False,25,36,6670,2026-01-19
trd_004769,mkt_008,evt_008,2026-01-19 15:03:59,tr_0118,tr_0020,ord_WXZ0HFD9JKBR,ord_HPW8KIHP76KL,YES,0.613,233.89,143.3,BUY,0.1433,0.1146,4,0.626,0.609,-173,52,74,False,False,1,56,4769,2026-01-19
trd_006427,mkt_002,evt_002,2026-01-19 15:06:07,tr_0302,tr_0120,ord_LVGEY64LJEJ3,ord_ZT1WNLTLQRAN,NO,0.57,36.55,20.84,SELL,0.0208,0.0167,99,0.57,0.557,-134,37,43,False,False,-12,26,6427,2026-01-19
trd_003941,mkt_008,evt_008,2026-01-19 15:07:26,tr_0292,tr_0062,ord_IQTNW3E55YXE,ord_ABJYLDS0WEVF,NO,0.585,28.53,16.7,BUY,0.0167,0.0033,38,0.584,0.575,-88,104,48,False,False,30,32,3941,2026-01-19
trd_001248,mkt_042,evt_042,2026-01-19 15:07:31,tr_0273,tr_0069,ord_S84WUMI4SM85,ord_1JPP46462JW2,NO,0.37,5.4,2.0,BUY,0.002,0.0,53,0.376,0.364,-119,102,105,False,False,-6,19,1248,2026-01-19
trd_002910,mkt_041,evt_041,2026-01-19 15:08:46,tr_0010,tr_0114,ord_ENUF02X25JJ9,ord_0GTS47H6H3P8,YES,0.387,22.8,8.82,SELL,0.0132,0.0035,160,0.356,0.393,364,44,192,False,False,6,40,2910,2026-01-19
trd_007064,mkt_016,evt_016,2026-01-19 15:17:48,tr_0242,tr_0287,ord_6ORE0Y1D17LV,ord_WXUIKGU3APXK,NO,0.67,252.99,169.55,SELL,0.2543,0.0339,33,0.687,0.664,-234,10,59,False,False,5,5,7064,2026-01-19
trd_000100,mkt_044,evt_044,2026-01-19 15:35:05,tr_0292,tr_0357,ord_A6NTIXO9UBKW,ord_W5KJDU3R26ZI,NO,0.069,0.11,0.01,BUY,0.0,0.0,63,0.101,0.059,-423,12,40,False,False,-5,38,100,2026-01-19
trd_005959,mkt_007,evt_007,2026-01-19 15:38:52,tr_0340,tr_0229,ord_OGTSY67S8WZO,ord_K5O0UE7ZGE2V,NO,0.255,6.71,1.71,SELL,0.0017,0.0003,101,0.263,0.257,-57,191,75,False,False,-2,10,5959,2026-01-19
trd_006786,mkt_048,evt_048,2026-01-19 15:52:28,tr_0108,tr_0162,ord_KL3CXP1HPFKS,ord_NWWC34WB58GB,NO,0.125,31.75,3.97,BUY,0.004,0.0,33,0.121,0.112,-86,178,80,False,False,8,44,6786,2026-01-19
trd_005051,mkt_035,evt_035,2026-01-19 15:53:52,tr_0057,tr_0071,ord_CCDG2K9SCM3I,ord_WLFYA51SAP6G,NO,0.349,13.11,4.58,SELL,0.0092,0.0018,108,0.35,0.356,61,37,31,False,False,-5,9,5051,2026-01-19
trd_001697,mkt_009,evt_009,2026-01-19 16:04:02,tr_0126,tr_0353,ord_3H7M4S06DH4N,ord_CAN10V8MZBFN,NO,0.99,4.13,4.09,BUY,0.0041,0.0025,89,0.99,0.99,0,197,54,False,False,-22,8,1697,2026-01-19
