session_id,trader_id,session_start,session_end,device_id,device_fingerprint_hash,device_type,os_name,browser_family,app_version,ip_address,ip_asn,ip_country,vpn_detected,tor_exit_detected,cookie_age_days,pageviews,avg_scroll_depth_pct,battery_pct_at_open,screen_resolution,locale_header,ab_test_bucket,push_permission,date
ses_7F2SB1XONA1E,tr_0297,2025-12-28 09:00:20,2025-12-28 09:01:04,dev_6YHSRO0M,fp_1AIHV67YD9PU,mobile_app,Linux,Edge,2.11.0,93.38.139.168,14618,DE,False,False,169,56,40.9,48,1170x2532,es-ES,A,denied,2025-12-28
ses_M1SJX9A1PRGD,tr_0010,2025-12-28 09:16:17,2025-12-28 09:20:25,dev_YE017KJX,fp_SMFKOCYC3DAD,mobile_web,Windows,Safari,2.11.1,186.111.192.148,24940,DE,True,False,28,1,71.8,32,1536x864,es-ES,A,denied,2025-12-28
ses_MUM0A127CH8T,tr_0141,2025-12-28 09:56:02,2025-12-28 10:00:53,dev_ISE0LZ99,fp_UPWZ0FI2U6YO,desktop,macOS,Firefox,2.11.1,191.253.122.92,14618,US,True,False,123,3,40.3,21,1536x864,en-GB,control,unknown,2025-12-28
ses_8WDCY03LT2KG,tr_0284,2025-12-28 10:06:11,2025-12-28 10:14:23,dev_5EFY50T0,fp_GDM5QXL86HDL,tablet,iOS,Chrome,2.11.1,20.151.82.233,14618,US,False,False,79,19,44.2,5,1536x864,es-ES,control,granted,2025-12-28
ses_WNW4TSSIZJ0U,tr_0219,2025-12-28 11:08:37,2025-12-28 11:13:21,dev_N5AAE7JU,fp_9CUA8LC1KXBR,desktop,Windows,Edge,2.10.2,193.54.11.75,14618,US,False,False,67,3,74.5,42,1170x2532,en-US,control,denied,2025-12-28
ses_8SMQP72T4YUR,tr_0324,2025-12-28 13:35:27,2025-12-28 13:40:40,dev_03IQHYCV,fp_PNX4YK1W031M,mobile_app,Android,Safari,2.10.1,221.0.106.209,63949,GB,False,False,115,2,39.0,93,1920x1080,de-DE,B,denied,2025-12-28
ses_V82CRG7A1Z6O,tr_0246,2025-12-28 13:52:02,2025-12-28 13:54:29,dev_FTG1LMSL,fp_GELJYFCJSK9Z,tablet,iOS,Chrome,2.11.1,35.41.96.61,16509,US,False,False,72,10,63.3,24,1280x720,fr-FR,A,denied,2025-12-28
ses_9BY8VU48GCVT,tr_0159,2025-12-28 15:21:26,2025-12-28 15:26:33,dev_UXX1175Z,fp_9XZCR2XDOBD0,mobile_app,Windows,Safari,2.10.1,132.238.247.194,24940,PL,True,False,68,1,73.7,65,1280x720,en-US,C,granted,2025-12-28
ses_B80SN7ERZG9T,tr_0236,2025-12-28 15:40:35,2025-12-28 15:43:00,dev_HEU9T1KC,fp_GQQCWCLQGHVN,mobile_app,Linux,Safari,2.10.2,160.160.144.141,20473,ES,True,False,55,20,53.5,93,390x844,es-ES,control,denied,2025-12-28
ses_TE0Q32RV23U6,tr_0060,2025-12-28 15:40:45,2025-12-28 15:51:53,dev_5XNUFA4A,fp_FM3MHPDPU943,mobile_app,iOS,AppWebView,2.10.1,151.165.211.186,8075,GB,False,False,53,37,46.2,47,1920x1080,en-US,control,granted,2025-12-28
ses_PFWCINVSKHD1,tr_0022,2025-12-28 16:15:41,2025-12-28 16:19:34,dev_YUJEDODW,fp_H7HG4P93NYH9,mobile_app,Android,AppWebView,2.10.1,201.40.22.31,16509,DE,True,False,150,70,77.2,44,1536x864,de-DE,A,unknown,2025-12-28
ses_PE7YKRZ3FU0L,tr_0124,2025-12-28 17:30:55,2025-12-28 17:36:38,dev_UZJ486UL,fp_6ULM1T6I8UXK,mobile_web,Linux,Firefox,2.11.0,28.250.153.25,15169,DE,False,False,0,11,64.9,77,1280x720,en-GB,C,unknown,2025-12-28
ses_EA3VO06V5F4C,tr_0253,2025-12-28 17:33:49,2025-12-28 17:35:50,dev_6VZBMP4J,fp_DUD6LE9CB61G,desktop,macOS,AppWebView,2.11.1,66.81.142.223,20473,GB,False,False,88,9,31.0,6,1536x864,en-US,C,granted,2025-12-28
ses_E22BONJUA7R8,tr_0043,2025-12-28 19:08:20,2025-12-28 19:10:40,dev_ILI1N2YC,fp_SZHZUEJEP5KU,desktop,Android,Edge,2.11.0,33.128.6.55,13335,GB,False,False,68,82,57.2,27,1170x2532,es-ES,A,granted,2025-12-28
ses_S7I5LGO9TNTY,tr_0175,2025-12-28 22:07:20,2025-12-28 22:11:27,dev_ESTAZALH,fp_TTOSRF04F69A,tablet,Linux,Chrome,2.11.0,124.57.211.242,8075,ES,False,False,16,6,86.0,93,1170x2532,en-GB,control,denied,2025-12-28
ses_NXBMCOPZX6C7,tr_0264,2025-12-28 22:13:05,2025-12-28 22:16:25,dev_EWP642IW,fp_PVYS1R02IQPZ,mobile_web,macOS,Chrome,2.11.1,46.204.65.235,24940,SG,False,False,87,13,25.1,82,1920x1080,fr-FR,A,granted,2025-12-28
ses_IFM5CI7HBVPX,tr_0036,2025-12-28 22:41:31,2025-12-28 22:44:14,dev_NOJMGL1R,fp_LCFNR37QTZJS,mobile_app,iOS,Safari,2.10.1,21.182.98.2,63949,AE,False,False,0,2,61.1,10,1536x864,en-GB,B,unknown,2025-12-28
ses_ZRJ48L94WOZR,tr_0119,2025-12-29 00:24:04,2025-12-29 00:26:43,dev_ZUWQFFP5,fp_NY1LI8ARE104,mobile_app,Linux,Firefox,2.11.1,140.167.112.9,15169,DE,True,False,71,6,54.2,99,1170x2532,es-ES,control,unknown,2025-12-29
ses_4YFGILM0WH8Z,tr_0121,2025-12-29 00:51:35,2025-12-29 00:52:27,dev_AFU677KC,fp_6S83V9ZS4BF1,mobile_web,Android,AppWebView,2.11.1,190.68.56.153,63949,DE,True,False,51,47,50.2,80,1920x1080,de-DE,C,unknown,2025-12-29
ses_8J3AO8DZ4ZRE,tr_0207,2025-12-29 02:00:36,2025-12-29 02:07:12,dev_N3T268O2,fp_6JACY3FWZ94D,mobile_web,Windows,Safari,2.11.1,99.18.153.174,20473,US,False,False,166,4,61.9,17,1280x720,en-GB,A,unknown,2025-12-29
ses_YXW0CMSWGLKS,tr_0284,2025-12-29 02:32:42,2025-12-29 02:35:03,dev_SSTQIGR5,fp_ITQ58G11FH9W,mobile_app,iOS,Firefox,2.11.1,85.169.23.192,9009,US,False,False,56,13,98.0,80,1170x2532,fr-FR,C,denied,2025-12-29
ses_YNVYR49W5LS1,tr_0344,2025-12-29 02:55:19,2025-12-29 02:58:55,dev_106P34Z6,fp_52AUVIP0BQCN,mobile_app,macOS,Edge,2.10.2,135.78.193.221,13335,NL,False,False,0,3,90.7,27,1170x2532,de-DE,C,granted,2025-12-29
ses_8AXIOS4KVVRH,tr_0079,2025-12-29 04:01:53,2025-12-29 04:07:28,dev_RKRGKQ8U,fp_L4J1PJFQOJ7G,mobile_app,Windows,Firefox,2.10.1,214.192.169.172,13335,CH,False,False,65,10,22.8,61,1170x2532,en-US,A,granted,2025-12-29
ses_GKAVRC6AGIWZ,tr_0344,2025-12-29 04:10:30,2025-12-29 04:13:58,dev_9U2OP4U7,fp_WJ0VYSD3C5BF,desktop,macOS,Chrome,2.11.1,219.23.140.137,8075,NL,False,False,0,16,85.8,17,1280x720,fr-FR,control,denied,2025-12-29
ses_SRKI3W706SM2,tr_0242,2025-12-29 04:42:58,2025-12-29 04:46:11,dev_F1UCUOFG,fp_9LU5Z2H02C0C,mobile_app,Android,Edge,3.0.0,67.165.127.162,63949,AE,False,False,7,27,68.8,14,1536x864,fr-FR,A,unknown,2025-12-29
ses_VZ9E3ETSG8VI,tr_0057,2025-12-29 05:18:55,2025-12-29 05:20:58,dev_399GNV0K,fp_RING_A,mobile_web,Windows,Edge,3.0.0,198.51.100.23,12322,US,False,False,0,21,82.4,6,1280x720,en-US,C,unknown,2025-12-29
ses_ICD0LSF6DZT2,tr_0068,2025-12-29 06:03:59,2025-12-29 06:05:53,dev_D8YYJCVO,fp_HAJ3YVSILB59,mobile_app,macOS,AppWebView,2.11.0,155.59.15.181,12322,DE,True,False,26,18,67.1,52,1280x720,es-ES,B,granted,2025-12-29
ses_EG7V48TPG7UV,tr_0291,2025-12-29 06:51:22,2025-12-29 07:01:59,dev_5IPBXMMN,fp_R1V1ZN5H5JMC,tablet,iOS,Safari,2.10.2,213.230.154.168,63949,GB,False,False,0,17,36.6,97,1280x720,es-ES,B,unknown,2025-12-29
ses_W9UQXDDL9U16,tr_0184,2025-12-29 07:13:15,2025-12-29 07:15:38,dev_KQ8N3QDM,fp_RING_A,tablet,macOS,AppWebView,2.10.1,113.107.82.104,12322,CH,True,False,0,17,33.1,89,1280x720,es-ES,A,denied,2025-12-29
ses_9LVEWTFMSJBW,tr_0124,2025-12-29 08:03:31,2025-12-29 08:05:10,dev_9YUMX00Y,fp_DKLY9XTB0Z6M,tablet,macOS,Firefox,2.10.2,24.115.251.221,12322,AU,False,False,181,53,41.7,97,1536x864,de-DE,control,unknown,2025-12-29
ses_G3RJM7VUQP5S,tr_0095,2025-12-29 08:28:46,2025-12-29 08:31:49,dev_4MQZ2EHB,fp_BS7I6TB7RSFA,desktop,Linux,Firefox,3.0.0,82.150.62.203,13335,AE,True,False,2,7,52.8,47,1920x1080,en-US,B,denied,2025-12-29
ses_A0IRAL0L8LPH,tr_0039,2025-12-29 10:44:32,2025-12-29 10:46:39,dev_YKIZ8V88,fp_6N7HMQDMJ9IX,mobile_app,Android,Edge,2.10.1,133.26.28.51,13335,SG,False,False,97,8,53.4,38,1920x1080,en-GB,A,granted,2025-12-29
ses_W677LRC6G1HA,tr_0232,2025-12-29 11:13:11,2025-12-29 11:16:00,dev_V6XH9M0P,fp_875KNORTLQBK,desktop,macOS,AppWebView,2.10.1,36.199.22.83,16509,US,False,False,0,9,49.0,50,390x844,en-US,C,unknown,2025-12-29
ses_LOKIADYIUMI9,tr_0084,2025-12-29 15:05:59,2025-12-29 15:07:16,dev_GEXM3AGT,fp_SXTHNM5C5Y1N,desktop,Windows,Firefox,2.10.2,186.211.204.118,16509,US,False,False,172,9,70.4,9,1170x2532,es-ES,control,unknown,2025-12-29
ses_QLC65Q2EFHAZ,tr_0286,2025-12-29 15:53:53,2025-12-29 15:56:32,dev_MIQ5PXLG,fp_FWMVYTSU2MSG,mobile_app,Windows,AppWebView,3.0.0,63.88.139.83,14618,PL,True,False,99,20,94.0,57,1920x1080,de-DE,C,denied,2025-12-29
ses_KZ24I11QJD5L,tr_0319,2025-12-29 15:56:46,2025-12-29 15:59:46,dev_N55EJ1YL,fp_JZCCWXXDW2MV,tablet,macOS,Safari,2.11.1,153.37.232.183,63949,SG,False,False,31,8,100.0,61,1920x1080,en-GB,B,unknown,2025-12-29
ses_0YRQRBDLJEU9,tr_0266,2025-12-29 16:03:27,2025-12-29 16:05:12,dev_FMZVPXFG,fp_RB5R0WIQBRKL,desktop,Linux,Firefox,2.11.0,187.29.98.137,15169,US,False,False,51,11,39.6,11,390x844,en-US,control,unknown,2025-12-29
ses_H1KG9UZ1KKTD,tr_0192,2025-12-29 17:04:46,2025-12-29 17:07:40,dev_NUMVEXG4,fp_PJI9TT96J6VD,desktop,iOS,Safari,2.11.1,141.172.33.82,16509,US,False,True,91,15,73.8,8,1536x864,de-DE,A,unknown,2025-12-29
ses_0OIC67W5WLO6,tr_0226,2025-12-29 17:10:31,2025-12-29 17:14:59,dev_1PO9O2M4,fp_70N9EM9NR73W,desktop,macOS,Chrome,2.10.2,175.65.158.4,24940,US,True,False,18,14,58.4,11,1920x1080,en-US,C,denied,2025-12-29
ses_8KKLSEAUZVMM,tr_0232,2025-12-29 18:16:23,2025-12-29 18:20:47,dev_H541OO5V,fp_YFRRLOA8O34L,mobile_web,Linux,Edge,2.10.2,133.214.225.117,9009,PL,False,False,60,12,56.1,77,1536x864,fr-FR,control,granted,2025-12-29
ses_D8NRUU8F855M,tr_0003,2025-12-29 20:53:49,2025-12-29 20:58:23,dev_DTCE9SB5,fp_MBZGJZG8U6MQ,tablet,Android,Chrome,2.11.1,105.124.231.77,3320,DE,False,False,121,6,80.3,64,390x844,es-ES,C,unknown,2025-12-29
ses_NZ2R63K7IJNG,tr_0230,2025-12-29 21:00:13,2025-12-29 21:01:01,dev_K3Z8X8VH,fp_CPOAI4XLR3AY,mobile_web,Linux,Safari,2.10.2,212.14.178.34,24940,CA,False,False,0,5,62.0,49,1280x720,en-US,B,unknown,2025-12-29
ses_1PLL7UACYRVH,tr_0262,2025-12-29 21:54:57,2025-12-29 21:58:02,dev_M2F5ZNGC,fp_O4C694TO05DD,desktop,Windows,Safari,3.0.0,26.65.49.227,24940,AU,False,False,23,10,75.6,47,390x844,en-GB,A,denied,2025-12-29
ses_3INONMTR149O,tr_0128,2025-12-29 22:17:24,2025-12-29 22:24:45,dev_NO3SO0JM,fp_T1WBX69B4W2H,mobile_web,Windows,Firefox,2.10.1,107.19.21.254,14618,US,False,False,146,8,70.3,48,1920x1080,en-GB,A,granted,2025-12-29
ses_QL7YELO5OGJH,tr_0356,2025-12-29 23:21:25,2025-12-29 23:23:45,dev_7G160WR0,fp_MIRNO6P2HFDW,desktop,Windows,Safari,2.11.1,68.95.135.203,8075,SG,False,False,82,11,66.4,39,1280x720,en-US,control,unknown,2025-12-29
ses_GM2T5WOQDNVQ,tr_0358,2025-12-30 00:28:53,2025-12-30 00:31:55,dev_J4U4FGGW,fp_1JYK820PZTS5,mobile_app,Windows,Firefox,2.11.0,58.139.155.199,15169,US,False,False,35,15,74.9,84,1920x1080,en-US,C,unknown,2025-12-30
ses_29I4URL6NFBI,tr_0354,2025-12-30 01:11:54,2025-12-30 01:12:54,dev_DSMHGOLN,fp_WPS69DLM40PQ,tablet,Windows,Edge,3.0.0,217.2.226.236,12322,SG,True,False,0,6,77.6,87,1920x1080,fr-FR,A,unknown,2025-12-30
ses_HFKI290BHJWP,tr_0068,2025-12-30 01:46:49,2025-12-30 01:49:28,dev_6TA0L4AO,fp_4WV7AR0SWHCE,mobile_app,macOS,Safari,3.0.0,81.244.13.222,8075,CA,False,False,57,6,44.7,93,1536x864,en-US,A,unknown,2025-12-30
ses_DW6W14E2L83K,tr_0276,2025-12-30 01:49:13,2025-12-30 01:52:28,dev_KOFBDN2G,fp_WWPR1Q9Z3IG3,mobile_app,iOS,Firefox,3.0.0,52.248.20.135,15169,FR,False,False,65,7,47.9,18,1280x720,fr-FR,A,granted,2025-12-30
ses_YD3UIFDLRX92,tr_0334,2025-12-30 02:56:11,2025-12-30 03:14:14,dev_34XDKXIL,fp_EXXYE4QVTDOA,tablet,macOS,Firefox,2.11.1,6.140.116.128,16509,PL,False,False,128,7,5.5,22,1170x2532,fr-FR,C,granted,2025-12-30
ses_GHIY1BFW7JN2,tr_0271,2025-12-30 04:37:44,2025-12-30 04:44:37,dev_3648N9JI,fp_7OMEMTO2VDSI,tablet,Linux,Chrome,2.10.2,138.177.9.177,13335,FR,False,False,36,4,26.7,58,1536x864,es-ES,C,denied,2025-12-30
ses_6QK3QHAD3M6J,tr_0109,2025-12-30 05:03:08,2025-12-30 05:04:59,dev_R8FL9V2Q,fp_JI47JWU7SA7I,tablet,Windows,Edge,2.10.1,158.240.184.65,8075,US,True,False,0,15,57.8,25,1280x720,en-GB,A,denied,2025-12-30
ses_YDYBV33YW1V4,tr_0014,2025-12-30 05:09:30,2025-12-30 05:10:09,dev_9TDYF12C,fp_HDAUBM3BCOXZ,mobile_web,Linux,Safari,3.0.0,112.127.216.87,15169,US,False,False,132,53,27.6,52,1280x720,es-ES,B,granted,2025-12-30
ses_0TEPEOG9DLSA,tr_0217,2025-12-30 07:02:26,2025-12-30 07:03:46,dev_1K953HRX,fp_RBWE3A9MBVT0,desktop,Android,AppWebView,2.10.1,90.55.162.171,63949,US,False,False,134,1,63.3,18,1920x1080,de-DE,C,unknown,2025-12-30
ses_8DAQPMBN3AX5,tr_0079,2025-12-30 08:20:54,2025-12-30 08:23:22,dev_ATOMFFK4,fp_XF5Q3JS9K9BC,desktop,macOS,AppWebView,3.0.0,199.252.10.195,15169,ES,False,False,247,6,82.2,16,390x844,en-GB,B,denied,2025-12-30
ses_A6BMLA4QRY3V,tr_0289,2025-12-30 11:09:52,2025-12-30 11:13:19,dev_VVF70UJG,fp_VCVUE11PJ1GE,mobile_web,macOS,Safari,2.11.1,102.117.228.70,20473,US,False,False,87,23,55.2,96,1920x1080,en-US,control,unknown,2025-12-30
ses_EKRNUTPCOHS0,tr_0208,2025-12-30 11:39:53,2025-12-30 11:43:46,dev_8ICH77WR,fp_MM2FIFWU7C8X,tablet,Linux,AppWebView,2.10.1,147.56.62.53,8075,US,False,False,10,7,59.1,89,390x844,es-ES,control,unknown,2025-12-30
ses_UBFWV44FJ12J,tr_0152,2025-12-30 12:00:01,2025-12-30 12:05:09,dev_N6DVJHJQ,fp_IIK95EG57PSK,mobile_app,iOS,AppWebView,2.10.1,22.140.232.204,16509,GB,True,False,174,5,22.1,94,1170x2532,en-US,C,denied,2025-12-30
ses_WWQXYEBK9F6G,tr_0328,2025-12-30 12:08:12,2025-12-30 12:11:16,dev_8V3GY0YN,fp_OYAPE7OM7ODM,mobile_web,iOS,Firefox,2.11.1,206.120.49.89,24940,ES,False,False,120,11,91.2,66,1170x2532,es-ES,B,denied,2025-12-30
ses_3FKXN0396W32,tr_0056,2025-12-30 12:16:49,2025-12-30 12:28:33,dev_VAADVER0,fp_DRXDNOPIBBJY,tablet,Android,Safari,2.10.1,188.147.25.69,63949,CH,True,False,36,3,90.9,87,1280x720,de-DE,control,unknown,2025-12-30
ses_5DPMSSYWM2D1,tr_0253,2025-12-30 12:22:09,2025-12-30 12:25:02,dev_7WN4KFA5,fp_0NF9QQ6YU1SL,desktop,Windows,Chrome,2.10.2,200.111.157.27,13335,GB,False,False,0,8,59.8,52,1536x864,es-ES,B,granted,2025-12-30
ses_R7D6E5F0H74I,tr_0210,2025-12-30 14:11:23,2025-12-30 14:13:19,dev_SRCAXHCY,fp_EP5ZPLYO0SU0,tablet,Linux,Edge,3.0.0,171.145.123.29,63949,AU,False,False,21,53,20.4,24,1536x864,en-US,A,unknown,2025-12-30
ses_BMTXV4L9L7TU,tr_0225,2025-12-30 14:51:21,2025-12-30 14:54:09,dev_124T27JL,fp_LZ90Z23QKG8J,desktop,iOS,Safari,2.11.0,197.195.244.168,63949,GB,False,False,0,5,57.4,92,390x844,es-ES,control,unknown,2025-12-30
ses_BSM2OTEYMOML,tr_0252,2025-12-30 17:06:23,2025-12-30 17:10:15,dev_F65J1VRK,fp_F4HT69A14350,mobile_app,iOS,Chrome,2.10.1,205.105.35.205,20473,US,False,False,38,3,66.8,5,1170x2532,es-ES,control,granted,2025-12-30
ses_FN9256GKFMYN,tr_0205,2025-12-30 18:30:10,2025-12-30 18:38:31,dev_6SBRULK9,fp_GZ4MX8ZICNTR,tablet,Linux,Edge,3.0.0,41.120.44.99,3320,US,False,False,10,12,61.6,82,390x844,es-ES,A,denied,2025-12-30
ses_X89J8E69B0VK,tr_0002,2025-12-30 18:39:30,2025-12-30 18:43:17,dev_8F3XUVAG,fp_2F14M6MW6N16,tablet,iOS,Safari,2.11.0,112.152.195.147,8075,US,False,False,0,10,60.2,90,1170x2532,fr-FR,control,granted,2025-12-30
ses_A2E3C88DZLLD,tr_0229,2025-12-30 18:43:15,2025-12-30 18:44:46,dev_NZEFSQQA,fp_UW9ZE1NB7E47,mobile_app,Android,AppWebView,3.0.0,8.64.77.172,9009,CH,False,False,86,24,76.5,50,1170x2532,fr-FR,C,granted,2025-12-30
ses_9DO70IU7HWLW,tr_0183,2025-12-30 20:07:57,2025-12-30 20:14:39,dev_ZUB3ZUPS,fp_LSIYLX2CRL39,tablet,Linux,AppWebView,2.10.1,1.129.249.164,8075,US,False,False,3,51,62.0,64,390x844,de-DE,B,denied,2025-12-30
ses_XAZVVJQRWYGS,tr_0246,2025-12-30 20:25:24,2025-12-30 20:27:50,dev_8O79VRJO,fp_59VRYR260Q1G,mobile_app,Windows,AppWebView,2.10.1,218.173.42.252,16509,US,False,False,68,6,68.2,20,1536x864,en-US,A,unknown,2025-12-30
ses_HRUMMTVDN4P0,tr_0207,2025-12-30 20:49:42,2025-12-30 20:52:26,dev_L58JQS21,fp_OT0AW2059ZYG,mobile_app,iOS,Edge,2.10.1,63.164.160.100,15169,US,False,False,45,10,62.0,93,1920x1080,de-DE,control,denied,2025-12-30
ses_PIB83HVVL74C,tr_0271,2025-12-30 20:58:05,2025-12-30 21:01:03,dev_5ZG83RX5,fp_LFZFJDCJEXDX,tablet,Linux,Chrome,3.0.0,152.170.16.166,16509,FR,False,False,7,9,61.9,88,1280x720,en-GB,control,granted,2025-12-30
ses_EAZVW7NJKHVY,tr_0031,2025-12-30 23:18:43,2025-12-30 23:19:33,dev_QDK9XMA5,fp_VIXR4DTO8UFL,tablet,macOS,Edge,2.10.1,199.35.65.168,24940,US,False,False,187,12,76.1,14,1536x864,de-DE,control,unknown,2025-12-30
ses_4XNUBY8634RH,tr_0099,2025-12-30 23:23:48,2025-12-30 23:30:29,dev_7CJJEY7Q,fp_WWO6NLPVEC9T,desktop,Linux,AppWebView,2.10.2,110.86.55.241,9009,PL,False,False,11,30,68.2,6,1920x1080,de-DE,control,unknown,2025-12-30
ses_T3DHERHPXXZ9,tr_0097,2025-12-31 00:37:38,2025-12-31 00:41:13,dev_XX5FZHFE,fp_FPQ50O0FJK97,mobile_web,iOS,AppWebView,2.10.2,155.77.119.82,3320,ES,False,False,68,21,55.0,27,1536x864,fr-FR,A,denied,2025-12-31
ses_TA4PN9A7B726,tr_0226,2025-12-31 00:42:21,2025-12-31 00:45:35,dev_EW7LRKHT,fp_1TGLNSS2PMIA,desktop,iOS,Chrome,3.0.0,155.28.221.159,63949,US,False,False,11,50,51.9,31,390x844,de-DE,B,unknown,2025-12-31
ses_VLMN18K6DD68,tr_0048,2025-12-31 01:05:10,2025-12-31 01:10:25,dev_IL7DRP63,fp_R5GWGGL2LIWI,tablet,iOS,Safari,2.11.1,152.138.165.35,15169,FR,False,False,42,11,40.5,46,1280x720,en-US,control,granted,2025-12-31
ses_R3GOFS6WXQI3,tr_0334,2025-12-31 03:49:18,2025-12-31 03:55:12,dev_V4O8WIO2,fp_6YX2VQLKJNQ2,mobile_web,iOS,Chrome,2.10.2,205.177.230.79,16509,ES,True,False,77,18,75.5,31,1170x2532,de-DE,B,granted,2025-12-31
ses_4NKSWGN3F2YY,tr_0047,2025-12-31 04:01:58,2025-12-31 04:02:59,dev_F74X29R7,fp_LLSP1HFXHYKI,desktop,macOS,AppWebView,2.10.1,123.177.149.46,16509,US,False,False,33,5,69.1,7,390x844,es-ES,B,unknown,2025-12-31
ses_EM5GOTUAMDB9,tr_0286,2025-12-31 06:16:47,2025-12-31 06:23:20,dev_3QXGLI5G,fp_HXCX8G4XU43L,mobile_app,Android,Safari,2.10.1,200.243.143.162,24940,PL,False,True,0,11,83.1,6,1920x1080,de-DE,B,granted,2025-12-31
ses_4YRTU7EGPNNH,tr_0004,2025-12-31 06:57:43,2025-12-31 07:07:52,dev_N6OFQYEO,fp_I3QIJTWV1MM9,mobile_web,Android,AppWebView,2.11.1,187.159.168.199,14618,ES,False,False,49,2,100.0,8,1536x864,de-DE,B,denied,2025-12-31
ses_UADH8TNYOD1C,tr_0139,2025-12-31 07:25:09,2025-12-31 07:29:33,dev_T33RUQ5Z,fp_J74F4BU7CBDE,mobile_web,iOS,Edge,2.10.2,183.217.94.169,15169,CA,False,False,18,9,59.6,45,1920x1080,en-US,C,denied,2025-12-31
ses_ZDCZT8SI6HKF,tr_0270,2025-12-31 09:19:33,2025-12-31 09:21:09,dev_OJJ31DR3,fp_NDY8IHI5O6QF,desktop,Linux,Firefox,2.10.2,111.76.222.220,14618,CA,False,False,64,1,70.3,78,390x844,fr-FR,control,unknown,2025-12-31
ses_S978BX5F30FJ,tr_0087,2025-12-31 10:50:41,2025-12-31 10:52:30,dev_A21IE4JV,fp_9KLF2NCO4KW0,tablet,iOS,Safari,2.10.2,199.178.46.24,15169,ES,False,False,0,7,49.3,12,1536x864,de-DE,A,denied,2025-12-31
ses_KNBD9O45FG3M,tr_0199,2025-12-31 11:50:43,2025-12-31 11:54:02,dev_LOF683MJ,fp_OZGXUA4DQXIN,mobile_app,Windows,AppWebView,2.10.2,2.168.226.38,8075,US,False,False,188,45,50.4,44,1920x1080,es-ES,B,unknown,2025-12-31
ses_XEC7I394W1B2,tr_0082,2025-12-31 12:33:52,2025-12-31 12:35:30,dev_TW5U0OI1,fp_AWOK8OIVV4LP,mobile_app,macOS,Firefox,2.10.1,6.152.196.88,63949,US,False,False,93,32,59.1,27,1280x720,en-US,control,unknown,2025-12-31
ses_VNHFOOK7V7B2,tr_0276,2025-12-31 13:26:43,2025-12-31 13:32:09,dev_DB8TEDDR,fp_JX3VPOMJYNRX,mobile_app,iOS,Safari,2.11.1,102.181.66.244,14618,FR,False,False,83,16,65.9,44,1920x1080,de-DE,C,denied,2025-12-31
ses_YMQCW12TKYTJ,tr_0184,2025-12-31 13:35:47,2025-12-31 13:39:38,dev_9B5EX9Z9,fp_S12NHNHM45T4,desktop,Linux,Edge,2.11.1,198.51.100.20,12322,US,False,False,0,21,94.3,20,1536x864,en-US,control,unknown,2025-12-31
ses_EB9U7H7BUQIL,tr_0080,2025-12-31 14:25:20,2025-12-31 14:29:42,dev_UVGLAF8Y,fp_FTM6CMR08L2I,tablet,Linux,Safari,2.11.0,116.215.235.100,63949,IE,False,False,92,5,73.8,29,1280x720,de-DE,control,granted,2025-12-31
ses_W34S764623AH,tr_0227,2025-12-31 14:39:55,2025-12-31 14:49:57,dev_W9TTKYXA,fp_DHIYUHWYQANN,mobile_web,Linux,Safari,2.11.0,25.254.84.68,9009,SG,False,False,31,52,58.3,95,390x844,es-ES,A,granted,2025-12-31
ses_I3AL6EJA1V2T,tr_0114,2025-12-31 17:19:09,2025-12-31 17:23:03,dev_G2AHN110,fp_BS6TO8WYAQTF,mobile_web,Linux,Chrome,2.10.1,216.167.177.156,63949,US,False,False,86,3,66.2,85,1280x720,de-DE,B,unknown,2025-12-31
ses_0HLLSSG7FWPS,tr_0278,2025-12-31 17:58:47,2025-12-31 18:01:11,dev_64HMZYWD,fp_V5QIN7ZXFMX9,tablet,iOS,Firefox,2.11.1,92.190.146.51,9009,GB,False,False,0,20,63.0,95,1920x1080,es-ES,B,denied,2025-12-31
ses_GU5IO8VE6UXT,tr_0173,2025-12-31 18:12:14,2025-12-31 18:15:42,dev_RAZMDUYH,fp_2W9O8479R113,mobile_app,Windows,Firefox,2.10.1,12.129.101.237,24940,DE,False,False,96,17,78.3,36,1920x1080,fr-FR,control,granted,2025-12-31
ses_WEHLOOMFSQMI,tr_0237,2025-12-31 18:19:06,2025-12-31 18:21:34,dev_I32UPC86,fp_MY5SW0Y0U41K,desktop,iOS,AppWebView,2.10.1,119.159.178.182,24940,US,False,False,150,17,75.5,32,1920x1080,en-US,B,granted,2025-12-31
ses_Z20FED9Q7GQJ,tr_0036,2025-12-31 18:40:40,2025-12-31 18:47:56,dev_T510LK87,fp_2PK69CDOTVOI,tablet,iOS,Chrome,3.0.0,24.214.116.177,63949,AE,False,False,0,26,85.9,92,390x844,en-GB,A,denied,2025-12-31
ses_FO22ZJ719VP4,tr_0309,2025-12-31 18:47:27,2025-12-31 18:49:21,dev_JS6NLM4G,fp_L51N5XYOD0R4,tablet,Linux,Edge,2.10.2,169.193.50.177,20473,US,False,False,0,10,58.7,31,1280x720,es-ES,control,denied,2025-12-31
ses_PT5P5AKNJJMC,tr_0358,2025-12-31 19:02:44,2025-12-31 19:06:09,dev_6SPSHGY9,fp_XJ8FHRKLDZCP,mobile_web,Windows,Edge,2.11.0,16.166.198.42,8075,US,False,False,0,5,46.8,89,1920x1080,fr-FR,C,unknown,2025-12-31
