order_id,trader_id,market_id,event_id,outcome,side,order_type,time_in_force,post_only,created_at,updated_at,price,size_shares,matched_size_shares,remaining_size_shares,status,cancel_reason,quote_age_ms,client_latency_ms,midpoint_before,orderbook_imbalance_before,spread_before_bps,builder_code,ui_entrypoint,signature_scheme,scoring_status,replace_count_15m,cancel_count_15m,account_age_days,wallet_balance_before_usdc,is_api_order,price_alert_active,coupon_banner_seen,date
ord_MFU3ZNJ29559,tr_0067,mkt_029,evt_029,YES,BUY,LIMIT,FOK,False,2026-01-16 00:59:04,2026-01-16 02:22:15,0.783,6.21,1.69,4.52,PARTIAL,,539,221,0.822,0.48,95,builder_gamma,search,EIP-712,accepted,0,1,31,510.52,False,False,False,2026-01-16
ord_U6QODUJW8ZSB,tr_0050,mkt_016,evt_016,NO,BUY,LIMIT,GTC,False,2026-01-16 01:30:46,2026-01-16 01:48:06,0.644,87.54,87.54,0.0,FILLED,,312,114,0.648,0.145,171,builder_beta,portfolio,EIP-712,accepted,1,0,183,2387.41,True,False,True,2026-01-16
ord_YBLWSZF3OFF3,tr_0217,mkt_028,evt_028,NO,BUY,LIMIT,FAK,True,2026-01-16 01:40:31,2026-01-16 06:51:23,0.642,33.79,23.43,10.36,PARTIAL,,406,114,0.66,-0.058,93,builder_beta,builder_embed,EIP-712,accepted,1,0,502,416.26,False,False,False,2026-01-16
ord_U29NQ4GOUR5E,tr_0292,mkt_008,evt_008,NO,BUY,LIMIT,GTD,False,2026-01-16 01:43:06,2026-01-16 06:58:43,0.629,11.54,0.19,11.35,CANCELED,replace,249,91,0.598,0.006,107,builder_gamma,market_page,EIP-712,rejected,1,0,228,1503.1,False,False,False,2026-01-16
ord_4CBRX5H3HNDE,tr_0138,mkt_031,evt_031,NO,SELL,LIMIT,GTC,False,2026-01-16 01:49:51,2026-01-16 02:02:28,0.61,45.86,0.97,44.89,CANCELED,stale_price,240,161,0.615,-0.267,115,,search,EIP-712,accepted,1,0,206,3346.22,False,True,False,2026-01-16
ord_4NMFY5VGL19E,tr_0315,mkt_030,evt_030,NO,SELL,LIMIT,GTC,False,2026-01-16 02:02:16,2026-01-16 02:21:30,0.333,67.76,67.76,0.0,FILLED,,229,94,0.336,0.283,58,builder_alpha,market_page,EIP-712,accepted,1,0,479,728.88,True,False,True,2026-01-16
ord_T7NB8IU0S9OJ,tr_0196,mkt_033,evt_033,NO,SELL,LIMIT,FAK,False,2026-01-16 02:05:24,2026-01-16 02:22:24,0.014,29.17,29.17,0.0,FILLED,,144,151,0.025,0.147,65,builder_alpha,notification,EIP-712,accepted,1,3,480,434.06,False,False,False,2026-01-16
ord_J8VE8PJ27FZX,tr_0138,mkt_048,evt_048,NO,SELL,LIMIT,GTC,False,2026-01-16 02:18:27,2026-01-16 07:22:47,0.115,6.79,0.13,6.66,CANCELED,manual_review,154,38,0.148,-0.604,131,,search,EIP-712,under_review,1,1,206,2731.08,False,False,False,2026-01-16
ord_7K093ZWTPPC5,tr_0302,mkt_040,evt_040,YES,SELL,LIMIT,FAK,False,2026-01-16 02:20:34,2026-01-16 07:10:59,0.187,31.48,0.16,31.32,CANCELED,stale_price,380,84,0.186,-0.343,127,,notification,EIP-712,accepted,0,1,544,457.96,True,False,False,2026-01-16
ord_HUOSGPRSRUEY,tr_0020,mkt_013,evt_013,NO,BUY,LIMIT,FOK,True,2026-01-16 02:35:57,2026-01-16 02:58:35,0.714,16.05,4.48,11.57,CANCELED,market_close,289,95,0.729,-0.345,107,,notification,EIP-712,accepted,1,0,590,1050.03,True,False,False,2026-01-16
ord_I2BLYBX7XUM8,tr_0082,mkt_029,evt_029,NO,SELL,LIMIT,FOK,False,2026-01-16 02:42:20,2026-01-16 08:06:05,0.727,61.47,3.11,58.36,PARTIAL,,126,38,0.73,0.053,112,builder_beta,builder_embed,EIP-712,accepted,1,0,417,685.16,True,False,False,2026-01-16
ord_MN1IZK579XLO,tr_0279,mkt_041,evt_041,NO,BUY,LIMIT,GTC,False,2026-01-16 02:48:06,2026-01-16 03:46:15,0.01,23.3,11.93,11.37,PARTIAL,,199,119,0.01,-0.731,84,builder_gamma,portfolio,EIP-712,under_review,0,0,276,881.02,False,True,False,2026-01-16
ord_WNXVAPIL9C5I,tr_0023,mkt_002,evt_002,YES,BUY,LIMIT,FOK,True,2026-01-16 03:14:18,2026-01-16 03:41:22,0.515,24.59,24.59,0.0,FILLED,,132,141,0.507,-0.115,113,builder_alpha,search,EIP-712,accepted,2,0,257,2299.87,False,False,False,2026-01-16
ord_W2WGAV8D0JNT,tr_0332,mkt_016,evt_016,YES,BUY,LIMIT,FAK,False,2026-01-16 03:20:17,2026-01-16 04:14:23,0.656,7.94,2.99,4.95,PARTIAL,,91,70,0.652,-0.144,114,builder_beta,market_page,EIP-712,accepted,1,1,617,1882.78,True,True,False,2026-01-16
ord_UYGGT7U0ZDDL,tr_0205,mkt_002,evt_002,NO,BUY,LIMIT,GTC,False,2026-01-16 03:41:26,2026-01-16 05:08:22,0.408,5.0,0.06,4.94,CANCELED,replace,92,47,0.439,-0.315,131,builder_alpha,notification,EIP-712,accepted,0,0,415,785.87,True,True,False,2026-01-16
ord_DWDV8I3AWEJG,tr_0220,mkt_007,evt_007,NO,SELL,LIMIT,GTC,False,2026-01-16 03:47:28,2026-01-16 03:51:23,0.199,24.82,24.82,0.0,FILLED,,294,95,0.182,-0.041,98,builder_beta,notification,EIP-712,accepted,1,0,323,795.12,False,False,False,2026-01-16
ord_VLP8PZ6QDWLZ,tr_0358,mkt_031,evt_031,NO,BUY,LIMIT,GTC,False,2026-01-16 03:57:53,2026-01-16 05:03:51,0.68,10.09,0.99,9.1,CANCELED,replace,123,88,0.664,-0.066,36,builder_gamma,portfolio,EIP-712,accepted,1,2,502,1673.14,False,False,False,2026-01-16
ord_L7YI7Y935OK6,tr_0180,mkt_029,evt_029,YES,BUY,LIMIT,GTD,False,2026-01-16 04:10:11,2026-01-16 04:38:50,0.759,11.6,11.6,0.0,FILLED,,319,346,0.786,-0.664,123,builder_gamma,market_page,EIP-712,accepted,0,1,172,1018.44,True,True,False,2026-01-16
ord_YU46AF164DDV,tr_0166,mkt_008,evt_008,NO,BUY,LIMIT,GTC,False,2026-01-16 04:16:35,2026-01-16 04:36:58,0.47,8.1,0.17,7.93,EXPIRED,fok_unfilled,558,37,0.477,-0.017,141,,search,EIP-712,accepted,1,0,538,1927.62,False,False,False,2026-01-16
ord_P0PYO7D0BKUC,tr_0260,mkt_048,evt_048,YES,SELL,LIMIT,GTC,False,2026-01-16 04:31:05,2026-01-16 04:34:54,0.12,37.82,37.82,0.0,FILLED,,883,160,0.095,-0.018,50,builder_alpha,market_page,EIP-712,accepted,0,1,671,659.26,True,False,False,2026-01-16
ord_QJHTWFZ0BBYS,tr_0212,mkt_016,evt_016,YES,BUY,LIMIT,GTC,False,2026-01-16 05:26:39,2026-01-16 06:54:06,0.787,33.65,8.37,25.28,OPEN,,280,68,0.785,0.334,170,builder_beta,portfolio,EIP-712,accepted,0,1,414,163.83,False,True,False,2026-01-16
ord_O49DFBLOR8UR,tr_0323,mkt_002,evt_002,YES,SELL,LIMIT,GTC,False,2026-01-16 05:30:48,2026-01-16 06:01:41,0.481,14.74,8.78,5.96,PARTIAL,,81,78,0.472,-0.141,87,,market_page,EIP-712,accepted,0,1,654,1355.2,False,False,False,2026-01-16
ord_OAQTXOFJZWAE,tr_0166,mkt_035,evt_035,NO,SELL,LIMIT,FAK,False,2026-01-16 05:31:02,2026-01-16 05:45:50,0.343,14.77,14.77,0.0,FILLED,,169,124,0.347,-0.661,136,,market_page,EIP-712,accepted,0,2,538,808.01,False,False,False,2026-01-16
ord_JQG5BWPI258Q,tr_0129,mkt_016,evt_016,YES,SELL,LIMIT,FAK,False,2026-01-16 05:32:40,2026-01-16 05:58:18,0.505,16.46,7.5,8.96,PARTIAL,,378,85,0.511,0.167,83,builder_beta,builder_embed,EIP-712,accepted,1,0,395,409.1,False,True,False,2026-01-16
ord_6WCAHRFRFFCR,tr_0316,mkt_026,evt_026,YES,SELL,LIMIT,GTC,False,2026-01-16 05:34:27,2026-01-16 05:55:14,0.823,41.23,41.23,0.0,FILLED,,344,86,0.852,0.586,112,,builder_embed,EIP-712,accepted,1,0,132,495.13,False,True,False,2026-01-16
ord_UVHZTOJCZ7U4,tr_0028,mkt_007,evt_007,NO,SELL,LIMIT,GTC,False,2026-01-16 05:37:20,2026-01-16 06:02:56,0.157,46.71,46.71,0.0,FILLED,,113,158,0.181,-0.634,76,,market_page,EIP-712,accepted,1,0,521,6304.71,False,False,False,2026-01-16
ord_5H8L79A4HMK6,tr_0264,mkt_048,evt_048,NO,SELL,LIMIT,GTC,False,2026-01-16 05:57:01,2026-01-16 11:25:14,0.087,28.53,0.75,27.78,CANCELED,market_close,176,86,0.071,0.344,14,builder_alpha,search,EIP-712,accepted,0,2,490,1233.54,False,True,True,2026-01-16
ord_DK6R9BSL4C2Y,tr_0032,mkt_035,evt_035,YES,BUY,LIMIT,GTC,False,2026-01-16 05:59:20,2026-01-16 05:59:59,0.297,42.37,42.37,0.0,FILLED,,298,147,0.322,-0.385,7,builder_alpha,portfolio,EIP-712,under_review,0,1,98,900.68,True,False,False,2026-01-16
ord_T24RH3VBLYDJ,tr_0027,mkt_002,evt_002,NO,BUY,LIMIT,GTC,False,2026-01-16 06:47:22,2026-01-16 07:04:40,0.499,5.0,5.0,0.0,FILLED,,356,126,0.534,-0.168,46,builder_beta,search,EIP-712,accepted,1,0,658,734.19,False,True,False,2026-01-16
ord_Q4K3G4ARNCK2,tr_0004,mkt_035,evt_035,NO,BUY,LIMIT,GTC,False,2026-01-16 06:59:16,2026-01-16 11:36:08,0.333,29.45,13.2,16.25,PARTIAL,,156,177,0.32,0.552,32,builder_gamma,notification,EIP-712,under_review,2,0,298,3151.09,False,False,False,2026-01-16
ord_I7V3XPV98I11,tr_0134,mkt_028,evt_028,YES,BUY,LIMIT,GTC,False,2026-01-16 07:13:56,2026-01-16 08:01:24,0.625,113.56,28.64,84.92,CANCELED,market_close,333,311,0.611,-0.342,111,builder_alpha,market_page,EIP-712,accepted,0,1,445,3927.65,True,False,False,2026-01-16
ord_EH3PQO409NNC,tr_0054,mkt_033,evt_033,YES,BUY,LIMIT,FAK,False,2026-01-16 07:22:00,2026-01-16 07:44:35,0.095,8.35,0.18,8.17,CANCELED,market_close,380,133,0.084,-0.057,102,builder_beta,portfolio,EIP-712,accepted,0,2,220,1265.15,True,False,False,2026-01-16
ord_SQSUY7CUWWWT,tr_0242,mkt_007,evt_007,NO,SELL,LIMIT,GTD,False,2026-01-16 07:31:51,2026-01-16 11:18:38,0.171,10.62,2.01,8.61,PARTIAL,,147,157,0.176,-0.051,152,,search,EIP-712,accepted,2,1,696,1386.26,False,False,False,2026-01-16
ord_4NTKSZ4X1U7X,tr_0360,mkt_015,evt_015,NO,BUY,LIMIT,FAK,False,2026-01-16 07:40:20,2026-01-16 08:02:01,0.474,58.26,58.26,0.0,FILLED,,287,182,0.465,0.142,31,builder_beta,notification,EIP-712,accepted,1,1,104,7280.77,False,False,False,2026-01-16
ord_IJ1N8AN9A48Y,tr_0001,mkt_028,evt_028,YES,BUY,LIMIT,GTC,False,2026-01-16 07:40:40,2026-01-16 13:13:08,0.574,9.59,1.55,8.04,PARTIAL,,125,140,0.588,-0.35,38,,market_page,EIP-712,accepted,0,2,403,756.37,False,False,False,2026-01-16
ord_QX8QP5C5FN7B,tr_0253,mkt_030,evt_030,NO,BUY,LIMIT,GTC,True,2026-01-16 07:43:09,2026-01-16 08:01:58,0.309,14.59,14.59,0.0,FILLED,,468,47,0.297,0.538,14,builder_alpha,portfolio,EIP-712,accepted,2,0,603,5178.69,True,False,False,2026-01-16
ord_4MJAC7FN8ABT,tr_0267,mkt_040,evt_040,YES,BUY,LIMIT,GTD,False,2026-01-16 07:56:51,2026-01-16 08:17:15,0.267,9.38,9.38,0.0,FILLED,,120,130,0.237,0.175,77,builder_beta,market_page,EIP-712,accepted,0,1,513,8855.03,False,True,False,2026-01-16
ord_SP8U40IAR00H,tr_0149,mkt_002,evt_002,NO,BUY,LIMIT,FAK,True,2026-01-16 08:51:14,2026-01-16 09:16:22,0.548,31.61,31.61,0.0,FILLED,,139,119,0.558,0.175,90,builder_alpha,portfolio,EIP-712,accepted,1,1,75,3435.32,False,False,False,2026-01-16
ord_3ME5JUL60VNU,tr_0069,mkt_040,evt_040,YES,BUY,LIMIT,FAK,False,2026-01-16 08:54:25,2026-01-16 08:58:14,0.462,5.0,5.0,0.0,FILLED,,397,112,0.456,0.518,50,,notification,EIP-712,accepted,0,2,104,6002.37,False,False,False,2026-01-16
ord_B9TLH33GWCSH,tr_0327,mkt_027,evt_027,YES,BUY,LIMIT,GTC,False,2026-01-16 09:13:34,2026-01-16 15:12:02,0.458,8.92,0.18,8.74,CANCELED,user_cancel,320,79,0.471,0.178,32,builder_alpha,portfolio,EIP-712,accepted,1,1,524,1865.18,False,False,False,2026-01-16
ord_914AM58131VB,tr_0068,mkt_035,evt_035,YES,BUY,LIMIT,GTC,True,2026-01-16 09:30:50,2026-01-16 14:19:29,0.403,10.79,2.05,8.74,PARTIAL,,68,74,0.41,0.075,130,builder_beta,portfolio,EIP-712,accepted,2,1,82,2254.21,True,False,False,2026-01-16
ord_FPVVOXHD4K0J,tr_0118,mkt_002,evt_002,YES,SELL,LIMIT,GTC,False,2026-01-16 10:06:16,2026-01-16 10:22:07,0.442,10.63,10.63,0.0,FILLED,,176,118,0.459,0.166,133,,builder_embed,EIP-712,accepted,1,3,315,2289.29,False,True,False,2026-01-16
ord_SAC9D9GPL7NG,tr_0334,mkt_029,evt_029,NO,BUY,LIMIT,GTC,False,2026-01-16 10:23:21,2026-01-16 10:39:00,0.785,17.2,17.2,0.0,FILLED,,197,39,0.768,-0.131,75,,market_page,EIP-712,rejected,0,1,294,2548.37,False,False,False,2026-01-16
ord_3PC14PYKCKIK,tr_0023,mkt_047,evt_047,YES,SELL,LIMIT,GTC,True,2026-01-16 10:30:52,2026-01-16 13:28:24,0.736,26.9,23.47,3.43,PARTIAL,,95,221,0.738,0.403,106,builder_alpha,portfolio,EIP-712,accepted,0,2,257,302.05,False,False,False,2026-01-16
ord_WX4W43RS6RYQ,tr_0296,mkt_002,evt_002,YES,BUY,LIMIT,GTD,False,2026-01-16 10:37:06,2026-01-16 10:37:31,0.489,32.33,0.01,32.32,CANCELED,stale_price,168,55,0.487,0.388,108,builder_alpha,market_page,EIP-712,accepted,0,2,734,1535.07,False,False,False,2026-01-16
ord_P71W3OVX5VY7,tr_0118,mkt_028,evt_028,NO,BUY,LIMIT,FAK,False,2026-01-16 10:38:25,2026-01-16 14:13:54,0.728,30.9,24.48,6.42,PARTIAL,,197,228,0.708,-0.385,63,builder_alpha,portfolio,EIP-712,accepted,0,2,315,786.51,True,False,False,2026-01-16
ord_XC49AIVXSPGW,tr_0222,mkt_002,evt_002,YES,SELL,LIMIT,FAK,False,2026-01-16 10:39:01,2026-01-16 11:08:13,0.442,8.03,8.03,0.0,FILLED,,199,76,0.436,-0.28,91,,search,EIP-712,accepted,0,0,691,5681.57,False,False,False,2026-01-16
ord_691OPHF7B7PY,tr_0137,mkt_001,evt_001,YES,BUY,LIMIT,GTC,False,2026-01-16 10:51:51,2026-01-16 11:20:11,0.686,72.03,72.03,0.0,FILLED,,190,66,0.674,-0.37,39,builder_gamma,search,EIP-712,accepted,0,0,164,2366.32,True,True,False,2026-01-16
ord_BEN82D0P351W,tr_0209,mkt_001,evt_001,NO,BUY,LIMIT,FOK,False,2026-01-16 10:58:02,2026-01-16 11:02:49,0.727,29.5,29.5,0.0,FILLED,,146,168,0.707,0.183,119,builder_beta,notification,EIP-712,accepted,1,3,335,3698.08,False,True,True,2026-01-16
ord_6EXW8Z8IJ9WG,tr_0133,mkt_033,evt_033,YES,BUY,LIMIT,GTC,False,2026-01-16 11:34:51,2026-01-16 12:00:35,0.068,24.74,24.74,0.0,FILLED,,238,77,0.081,0.23,133,builder_alpha,notification,EIP-712,accepted,0,0,652,1003.45,False,True,False,2026-01-16
ord_D347VLI8ZVWP,tr_0302,mkt_040,evt_040,YES,SELL,LIMIT,GTC,False,2026-01-16 11:53:01,2026-01-16 14:33:43,0.256,77.74,1.73,76.01,EXPIRED,gtd_reached,192,63,0.283,-0.372,144,builder_gamma,builder_embed,EIP-712,accepted,1,1,544,2774.78,False,False,False,2026-01-16
ord_Y29YN72TLBVZ,tr_0311,mkt_027,evt_027,YES,BUY,LIMIT,GTC,False,2026-01-16 12:04:23,2026-01-16 12:58:40,0.54,128.59,3.6,124.99,CANCELED,stale_price,98,34,0.527,-0.105,133,,notification,EIP-712,rejected,0,0,724,981.19,False,True,False,2026-01-16
ord_U99UGYWXZQXQ,tr_0090,mkt_001,evt_001,NO,BUY,LIMIT,FOK,False,2026-01-16 12:08:34,2026-01-16 15:46:49,0.849,9.34,0.09,9.25,CANCELED,stale_price,193,344,0.859,0.251,69,builder_alpha,search,EIP-712,accepted,1,0,548,3021.64,False,False,False,2026-01-16
ord_KPBF69FSK224,tr_0125,mkt_001,evt_001,YES,SELL,LIMIT,GTC,False,2026-01-16 12:20:56,2026-01-16 12:29:22,0.862,33.38,33.38,0.0,FILLED,,142,47,0.891,-0.162,116,builder_gamma,portfolio,EIP-712,accepted,1,1,444,3616.27,False,True,False,2026-01-16
ord_LUNCVEZNDRE0,tr_0312,mkt_007,evt_007,YES,BUY,LIMIT,GTC,False,2026-01-16 12:28:09,2026-01-16 17:17:16,0.276,18.37,3.07,15.3,CANCELED,market_close,63,130,0.285,0.19,25,builder_beta,market_page,EIP-712,accepted,0,1,729,2599.68,True,False,True,2026-01-16
ord_8ACTET0MJ4EL,tr_0147,mkt_027,evt_027,NO,BUY,LIMIT,FOK,False,2026-01-16 12:45:21,2026-01-16 14:20:01,0.424,72.86,10.98,61.88,CANCELED,stale_price,175,85,0.443,-0.56,74,builder_alpha,search,EIP-712,accepted,0,1,447,1542.29,False,False,False,2026-01-16
ord_Z1P2EEZXWAYP,tr_0178,mkt_040,evt_040,NO,BUY,LIMIT,FAK,False,2026-01-16 13:15:39,2026-01-16 15:37:22,0.503,22.1,0.7,21.4,EXPIRED,fok_unfilled,119,173,0.552,0.048,11,builder_gamma,portfolio,EIP-712,accepted,0,0,427,4046.86,False,True,False,2026-01-16
ord_03PSIXPPHOZB,tr_0233,mkt_038,evt_038,YES,BUY,LIMIT,GTC,False,2026-01-16 13:30:37,2026-01-16 13:49:38,0.326,19.53,19.53,0.0,FILLED,,133,64,0.317,-0.106,82,,market_page,EIP-712,accepted,3,1,423,1406.78,False,True,False,2026-01-16
ord_46CDQM69XJPF,tr_0318,mkt_035,evt_035,YES,BUY,LIMIT,GTC,False,2026-01-16 13:32:53,2026-01-16 13:52:59,0.334,161.29,13.42,147.87,CANCELED,user_cancel,273,199,0.333,0.176,80,builder_alpha,search,EIP-712,accepted,0,0,269,381.91,True,False,False,2026-01-16
ord_8OI8VFD4D3XZ,tr_0196,mkt_015,evt_015,NO,BUY,LIMIT,GTC,False,2026-01-16 13:35:35,2026-01-16 13:58:57,0.269,15.02,15.02,0.0,FILLED,,268,200,0.268,-0.164,157,builder_alpha,notification,EIP-712,accepted,0,0,480,1311.1,False,False,False,2026-01-16
ord_T0BXG9ZRX7U7,tr_0046,mkt_016,evt_016,NO,BUY,LIMIT,GTC,False,2026-01-16 13:35:49,2026-01-16 19:19:54,0.859,29.39,4.95,24.44,PARTIAL,,91,84,0.876,0.057,95,,portfolio,EIP-712,rejected,1,2,594,761.32,False,False,False,2026-01-16
ord_4MUNFTLX6KA7,tr_0192,mkt_002,evt_002,NO,SELL,LIMIT,GTD,False,2026-01-16 13:47:20,2026-01-16 13:58:31,0.565,73.42,6.08,67.34,OPEN,,158,98,0.545,0.521,217,builder_alpha,portfolio,EIP-712,accepted,1,0,536,2844.66,True,False,False,2026-01-16
ord_IVFE9PYIZFP6,tr_0195,mkt_002,evt_002,YES,BUY,LIMIT,GTC,False,2026-01-16 14:06:26,2026-01-16 14:10:15,0.436,329.91,329.91,0.0,FILLED,,379,138,0.415,0.683,52,builder_gamma,portfolio,EIP-712,accepted,1,0,36,1601.82,False,False,False,2026-01-16
ord_UYIKSV6NED25,tr_0158,mkt_015,evt_015,NO,BUY,LIMIT,GTC,False,2026-01-16 14:40:19,2026-01-16 17:19:54,0.499,27.18,0.91,26.27,CANCELED,stale_price,304,158,0.509,-0.069,116,builder_alpha,market_page,EIP-712,accepted,1,0,138,812.37,False,False,False,2026-01-16
ord_CNY7ZWMHZJIO,tr_0333,mkt_033,evt_033,YES,BUY,LIMIT,GTC,False,2026-01-16 14:54:59,2026-01-16 15:23:01,0.025,19.31,19.31,0.0,FILLED,,92,143,0.045,0.441,194,builder_beta,market_page,EIP-712,rejected,0,0,356,3842.32,True,False,False,2026-01-16
ord_MJIUBVDEIS9O,tr_0120,mkt_027,evt_027,NO,SELL,LIMIT,GTC,False,2026-01-16 15:05:19,2026-01-16 16:17:30,0.406,5.0,0.5,4.5,CANCELED,manual_review,235,358,0.396,0.714,65,builder_gamma,market_page,EIP-712,accepted,0,1,552,978.66,False,False,False,2026-01-16
ord_LT05YLFA0PBQ,tr_0006,mkt_016,evt_016,NO,SELL,LIMIT,GTC,False,2026-01-16 15:11:45,2026-01-16 19:17:03,0.833,10.79,2.44,8.35,PARTIAL,,87,121,0.851,0.283,150,builder_gamma,search,EIP-712,accepted,0,0,247,2290.78,False,False,False,2026-01-16
ord_1LBN3Y7RPSSE,tr_0262,mkt_016,evt_016,YES,BUY,LIMIT,GTC,False,2026-01-16 15:35:02,2026-01-16 16:28:45,0.625,37.89,17.31,20.58,OPEN,,439,72,0.625,0.376,62,builder_gamma,notification,EIP-712,accepted,1,1,65,2311.14,False,True,False,2026-01-16
ord_GBNGZDLHU0RJ,tr_0217,mkt_040,evt_040,NO,BUY,LIMIT,GTC,False,2026-01-16 15:59:08,2026-01-16 16:33:17,0.341,5.0,0.04,4.96,CANCELED,replace,164,208,0.343,-0.12,108,,portfolio,EIP-712,accepted,0,0,502,3544.88,False,False,False,2026-01-16
ord_DVPKDRQLKL4H,tr_0219,mkt_002,evt_002,YES,BUY,LIMIT,FAK,False,2026-01-16 15:59:29,2026-01-16 16:26:09,0.468,800.0,40.0,760.0,CANCELED,manual_review,200,103,0.457,-0.454,8,builder_beta,builder_embed,EIP-712,accepted,4,9,553,857.16,False,False,False,2026-01-16
ord_POHMG00SLK2K,tr_0057,mkt_021,evt_021,YES,BUY,LIMIT,GTC,False,2026-01-16 16:22:44,2026-01-16 19:08:46,0.952,22.04,1.18,20.86,CANCELED,risk_engine,112,108,0.941,0.041,16,builder_alpha,portfolio,EIP-712,under_review,0,1,75,3338.19,False,False,False,2026-01-16
ord_FI0Q1I2DSSJT,tr_0010,mkt_040,evt_040,NO,BUY,LIMIT,GTC,True,2026-01-16 17:25:21,2026-01-16 20:48:01,0.276,37.09,5.34,31.75,CANCELED,market_close,75,48,0.266,0.297,59,,builder_embed,EIP-712,accepted,0,2,674,830.12,False,False,False,2026-01-16
ord_5MXMCDAFY7CS,tr_0026,mkt_028,evt_028,NO,BUY,LIMIT,GTC,False,2026-01-16 17:25:59,2026-01-16 22:25:48,0.692,15.77,5.32,10.45,CANCELED,replace,344,166,0.677,-0.508,105,builder_alpha,portfolio,EIP-712,under_review,1,2,624,1211.34,False,False,False,2026-01-16
ord_MD1MWUIFRHXE,tr_0177,mkt_035,evt_035,YES,SELL,LIMIT,GTD,True,2026-01-16 17:31:59,2026-01-16 17:32:16,0.396,18.81,18.81,0.0,FILLED,,343,70,0.419,-0.011,36,builder_gamma,market_page,EIP-712,under_review,1,3,57,1892.57,False,False,False,2026-01-16
ord_GM34QGL4453K,tr_0211,mkt_016,evt_016,YES,BUY,LIMIT,GTC,False,2026-01-16 17:36:23,2026-01-16 21:32:41,0.785,8.43,5.47,2.96,PARTIAL,,158,181,0.789,0.377,76,,notification,EIP-712,accepted,2,1,708,3641.38,False,False,False,2026-01-16
ord_NC27BCPUQFZA,tr_0042,mkt_029,evt_029,NO,SELL,LIMIT,GTC,False,2026-01-16 18:18:01,2026-01-16 23:45:35,0.666,30.98,5.73,25.25,EXPIRED,gtd_reached,123,127,0.663,0.087,97,builder_gamma,notification,EIP-712,accepted,2,0,148,4355.53,False,True,False,2026-01-16
ord_SM2HK0IPPH8U,tr_0293,mkt_016,evt_016,NO,BUY,LIMIT,GTC,False,2026-01-16 18:18:41,2026-01-16 23:11:41,0.538,44.98,3.5,41.48,PARTIAL,,231,175,0.561,-0.121,7,builder_beta,market_page,EIP-712,accepted,0,0,394,3792.66,True,False,False,2026-01-16
ord_9JK70NQOGGWY,tr_0344,mkt_007,evt_007,YES,BUY,LIMIT,GTC,False,2026-01-16 18:22:58,2026-01-16 20:04:57,0.261,24.87,14.86,10.01,PARTIAL,,121,43,0.272,-0.609,111,,portfolio,EIP-712,accepted,0,1,223,2202.84,False,False,False,2026-01-16
ord_UPM6039LTYJ2,tr_0057,mkt_048,evt_048,YES,BUY,LIMIT,GTC,False,2026-01-16 18:46:50,2026-01-16 19:10:08,0.056,159.12,159.12,0.0,FILLED,,59,133,0.023,0.031,58,builder_alpha,notification,EIP-712,accepted,3,0,75,2338.17,False,False,True,2026-01-16
ord_F66EAVUULVXM,tr_0060,mkt_001,evt_001,YES,SELL,LIMIT,FAK,False,2026-01-16 18:53:13,2026-01-16 19:18:19,0.909,15.51,3.72,11.79,PARTIAL,,232,77,0.88,-0.44,150,builder_gamma,builder_embed,EIP-712,under_review,0,0,66,1060.61,False,False,False,2026-01-16
ord_L908T9U50B6E,tr_0283,mkt_002,evt_002,NO,BUY,LIMIT,GTC,False,2026-01-16 18:54:37,2026-01-16 20:08:31,0.577,104.93,52.82,52.11,PARTIAL,,354,126,0.563,-0.134,14,builder_beta,market_page,EIP-712,accepted,0,0,457,582.02,False,False,False,2026-01-16
ord_EGYAAD4HNW6X,tr_0334,mkt_040,evt_040,YES,SELL,LIMIT,GTD,False,2026-01-16 19:05:03,2026-01-17 00:17:58,0.176,94.88,23.0,71.88,OPEN,,91,319,0.182,0.026,55,,portfolio,EIP-712,accepted,2,1,294,752.61,False,False,False,2026-01-16
ord_S6BIEW19MDH9,tr_0117,mkt_041,evt_041,NO,BUY,LIMIT,GTC,False,2026-01-16 19:07:53,2026-01-16 19:09:13,0.138,5.0,5.0,0.0,FILLED,,212,364,0.137,-0.668,183,builder_beta,portfolio,EIP-712,accepted,1,1,729,1993.24,False,False,False,2026-01-16
ord_DBIS380FCAU0,tr_0342,mkt_002,evt_002,NO,SELL,LIMIT,GTC,False,2026-01-16 19:26:27,2026-01-16 20:20:38,0.51,17.33,0.32,17.01,OPEN,,102,117,0.502,0.05,81,builder_gamma,notification,EIP-712,accepted,0,2,245,2201.61,False,False,False,2026-01-16
ord_0R1S8DEFC5ED,tr_0090,mkt_002,evt_002,NO,BUY,LIMIT,GTD,False,2026-01-16 19:37:46,2026-01-16 19:42:01,0.577,24.27,24.27,0.0,FILLED,,104,53,0.59,-0.444,116,builder_alpha,builder_embed,EIP-712,accepted,0,1,548,2412.85,False,False,False,2026-01-16
ord_FB8PLC7BX8XX,tr_0203,mkt_027,evt_027,YES,BUY,LIMIT,GTC,False,2026-01-16 19:38:43,2026-01-16 22:23:42,0.721,42.06,1.0,41.06,EXPIRED,fak_unfilled,535,191,0.711,-0.054,79,builder_beta,notification,EIP-712,accepted,1,0,174,1593.73,False,False,False,2026-01-16
